dataset,episode_index,depth_p5,depth_p50,depth_p95,pitch_deg,plane_inlier,pitch_deg_fov50,plane_inlier_fov50,pitch_deg_fov70,plane_inlier_fov70
00ri/so100_battery_bin_center,25,1.4649208545684815,1.7146594524383545,2.035468649864197,14.761190715552575,0.3680555555555556,21.47131471577006,0.36061507936507936,12.345104323136969,0.3638392857142857
00ri/so100_battery_bin_center,27,1.686201560497284,1.956838607788086,2.3233272075653075,16.084197364647977,0.5778769841269841,22.21065200132795,0.5894097222222222,13.28360346924834,0.5647321428571429
00ri/so100_battery_bin_center,29,1.6187737464904786,1.8552332520484924,2.158833622932434,13.966348704289354,0.4537450396825397,16.220082356365445,0.4522569444444444,12.90384060838678,0.46130952380952384
00ri/so100_battery_bin_center,31,1.5666229546070098,1.8531568050384521,2.1820244908332826,16.484154116619536,0.5208333333333334,18.82499443569576,0.4946676587301587,14.863461727966964,0.49975198412698413
00ri/so100_battery_bin_center,34,1.4519346952438354,1.6680216789245605,1.9405059814453127,15.849156543371267,0.521453373015873,17.0944225981379,0.5355902777777778,12.142051897559487,0.5262896825396826
00ri/so100_battery_bin_center,36,1.56030113697052,1.743602216243744,2.0014046669006347,16.443847223713963,0.48251488095238093,26.265274306855563,0.4905753968253968,12.894279193239251,0.48400297619047616
00ri/so100_battery_bin_center,38,1.464930933713913,1.6984251737594604,1.9994004845619202,15.330554602155573,0.5181051587301587,19.807256534713854,0.5120287698412699,13.416539203791256,0.5070684523809523
00ri/so100_battery_bin_center,40,1.4063885450363158,1.6170096397399902,1.9214649319648744,17.84494953111765,0.5598958333333334,21.374335682925558,0.5778769841269841,12.909237819268796,0.5343501984126984
00ri/so100_battery_bin_center,42,1.6980392158031463,1.91019606590271,2.1614084362983705,16.212292495481556,0.4931795634920635,20.51688941740514,0.4945436507936508,13.497105861652269,0.49268353174603174
00ri/so100_battery_bin_center,44,1.549350416660309,1.7042909264564514,1.9786949872970583,15.406336748446645,0.5288938492063492,17.49381265692968,0.5398065476190477,12.14221426014826,0.5288938492063492
00ri/so100_battery_bin_center,46,1.3796365678310394,1.6082639694213867,1.8544228613376619,15.033231413137068,0.5158730158730159,16.588960930341205,0.5148809523809523,11.276218867104582,0.5143849206349206
00ri/so100_battery_bin_center,49,1.3761127829551696,1.571287751197815,1.932288807630539,19.940374509172926,0.4072420634920635,26.080373909062512,0.3984375,16.881477717420434,0.3975694444444444
356c/so100_duck_reposition_1,0,1.1573990106582641,1.35400390625,1.8320461571216584,14.643747870415014,0.5775049603174603,18.523016491493085,0.5823412698412699,12.62765359056392,0.5797371031746031
356c/so100_duck_reposition_1,2,1.138108593225479,1.289641261100769,1.7455398917198182,13.951214476064813,0.5848214285714286,17.709258361642547,0.5875496031746031,12.245771893366111,0.5798611111111112
356c/so100_duck_reposition_1,5,1.0703913688659668,1.2406486868858337,1.6082727372646333,11.831515207794611,0.5613839285714286,14.830795608381882,0.5675843253968254,10.26109351531176,0.5613839285714286
356c/so100_duck_reposition_1,7,1.048853725194931,1.1937023997306824,1.6189521431922913,11.309946430908997,0.49950396825396826,14.064549943220673,0.515625,8.634471149376303,0.4949156746031746
356c/so100_duck_reposition_1,10,1.087213271856308,1.2634500861167908,1.6451057434082033,13.122780580688554,0.5401785714285714,17.680843318304724,0.5339781746031746,11.141255231059125,0.5334821428571429
356c/so100_duck_reposition_1,12,1.4144456028938293,1.591703712940216,2.1607746958732603,12.786927191181572,0.5337301587301587,16.305142554309644,0.5435267857142857,10.54297695460711,0.5461309523809523
356c/so100_duck_reposition_1,15,1.292085999250412,1.439263105392456,1.9005289256572724,7.284753398376121,0.5198412698412699,8.570841024731196,0.5106646825396826,5.690096470850369,0.5070684523809523
356c/so100_duck_reposition_1,17,1.2316355168819428,1.3843729496002197,1.760455471277237,7.294335201547468,0.5674603174603174,9.42618991959216,0.5677083333333334,5.84167242384031,0.5731646825396826
356c/so100_duck_reposition_1,20,1.3252831518650054,1.5112032294273376,2.0381537675857544,18.429868148441198,0.6424851190476191,23.60686123873477,0.6543898809523809,14.68614549549149,0.6381448412698413
356c/so100_duck_reposition_1,23,1.2116879999637604,1.3503350615501404,1.746812105178833,8.162962311880927,0.5718005952380952,9.960222213168686,0.5679563492063492,6.722370298975406,0.5670882936507936
356c/so100_duck_reposition_1,25,1.180008214712143,1.3014443516731262,1.6712444305419922,3.755149814305938,0.5409226190476191,4.591925536537437,0.5389384920634921,3.260447247445029,0.5472470238095238
356c/so100_duck_reposition_1,28,1.4619669020175934,1.6482864022254944,2.1952948689460756,14.845411419694596,0.6468253968253969,19.19787469924754,0.658234126984127,13.180132623532828,0.6431051587301587
356c/so100_duck_reposition_1,30,1.2530003547668458,1.4446721076965332,1.8892248451709748,6.983002710527702,0.49714781746031744,7.4196563762835135,0.5114087301587301,4.8217017083807505,0.5151289682539683
356c/so100_duck_reposition_1,33,1.141441959142685,1.3252381086349487,1.7396085679531097,9.378276197913715,0.5174851190476191,11.512214431246774,0.5215773809523809,7.370729974411601,0.5169890873015873
356c/so100_duck_reposition_1,35,1.1408385336399078,1.3251678347587585,1.7893554329872132,10.573189266889445,0.550843253968254,13.567933434501462,0.5514632936507936,8.900089782563834,0.5493551587301587
356c/so100_duck_reposition_1,38,1.1753556370735168,1.3557223677635193,1.8502757906913758,12.629793565364,0.5556795634920635,14.682912228415129,0.5613839285714286,10.495294602810391,0.5561755952380952
356c/so100_duck_reposition_1,41,1.18993381857872,1.31979238986969,1.736355996131897,5.002923355038958,0.49404761904761907,5.862539260753109,0.5043402777777778,4.1135650229549015,0.49962797619047616
356c/so100_duck_reposition_1,43,1.193622785806656,1.3843144178390503,1.8062758684158327,12.509085036881011,0.5441468253968254,14.694023668966683,0.5651041666666666,9.97482254344954,0.5533234126984127
356c/so100_duck_reposition_1,46,1.1723025560379028,1.3031836152076721,1.7161346554756165,6.799821462653841,0.5367063492063492,9.985365025720474,0.5424107142857143,5.771154502709237,0.5431547619047619
356c/so100_duck_reposition_1,48,1.0976124346256255,1.275100290775299,1.7130417048931124,15.875220390942738,0.5844494047619048,19.095783186874446,0.5910218253968254,12.800390747190159,0.5782490079365079
356c/so100_duck_reposition_1,51,1.229260116815567,1.3928712010383606,1.822135400772095,11.099094987175024,0.5580357142857143,14.291552882238872,0.5649801587301587,9.119019142981989,0.5626240079365079
356c/so100_duck_reposition_1,53,1.3682506501674652,1.5266571044921875,2.0019985675811767,6.353046519859817,0.5364583333333334,8.276638794714646,0.5348462301587301,5.657002719643688,0.5303819444444444
356c/so100_duck_reposition_1,56,1.37140953540802,1.5236070156097412,2.005248236656189,11.162884987951244,0.5561755952380952,13.481601649233426,0.5592757936507936,9.58033115056225,0.5461309523809523
356c/so100_duck_reposition_1,59,1.4599870204925538,1.6810383796691895,2.328042817115784,16.012163595653295,0.6417410714285714,19.18716433034034,0.6489335317460317,13.030646931926642,0.6295882936507936
356c/so100_nut_sort_1,0,1.3683845102787018,1.6043792963027954,2.0234336614608766,11.338868770864197,0.558531746031746,14.130461904567623,0.5637400793650794,9.250238650252696,0.560515873015873
356c/so100_nut_sort_1,2,1.0554138541221618,1.2223339080810547,1.66596776843071,8.783376437246332,0.48648313492063494,11.325051491455431,0.4820188492063492,7.5569168818377515,0.46912202380952384
356c/so100_nut_sort_1,5,1.3201493322849274,1.5138645768165588,1.9570671319961548,12.403335762391938,0.6070188492063492,15.657936330905954,0.6116071428571429,10.44946853996862,0.6016865079365079
356c/so100_nut_sort_1,7,1.276790726184845,1.4325059652328491,1.8047125220298768,5.95430405582473,0.5434027777777778,7.126482891788308,0.5455109126984127,4.96704102817869,0.5512152777777778
356c/so100_nut_sort_1,10,1.3627045035362244,1.5919148325920105,2.0548192501068114,15.967582355653773,0.6617063492063492,19.176219476027512,0.6612103174603174,13.193291493379988,0.6587301587301587
356c/so100_nut_sort_1,12,1.4850988507270813,1.6215458512306213,2.0000551342964172,7.445581077334317,0.6412450396825397,9.611389104871742,0.6374007936507936,6.618350637503712,0.6351686507936508
356c/so100_nut_sort_1,15,1.394033294916153,1.6477603912353516,2.076577830314636,9.138048123185769,0.5530753968253969,10.409814285041795,0.5365823412698413,7.102327869268008,0.5416666666666666
356c/so100_nut_sort_1,17,1.3131848394870758,1.538758397102356,1.9717638492584229,18.748430922599837,0.6181795634920635,22.671326191758528,0.6045386904761905,15.97716340168672,0.6021825396825397
356c/so100_nut_sort_1,20,1.3568158566951751,1.568430483341217,1.9977395474910737,10.237447291730154,0.5301339285714286,12.825430149965719,0.5306299603174603,8.770395299592838,0.5275297619047619
356c/so100_nut_sort_1,23,1.277311587333679,1.564888060092926,2.026555669307709,16.626598621997083,0.5326140873015873,19.154717630297487,0.5367063492063492,15.000319678125578,0.5068204365079365
356c/so100_nut_sort_1,25,1.4447260618209838,1.6993641257286072,2.1946649074554445,17.310150948219377,0.625,21.334063474278864,0.6349206349206349,13.91436637714815,0.6170634920634921
356c/so100_nut_sort_1,28,1.128754460811615,1.2526265978813171,1.637761324644089,7.1466872851259025,0.5271577380952381,9.052365842700883,0.5264136904761905,6.292733479775218,0.5199652777777778
356c/so100_nut_sort_1,30,1.2151301622390747,1.4518053531646729,1.8314456820487977,18.05249348320643,0.6419890873015873,21.946084315778876,0.6470734126984127,14.832409906655691,0.6320684523809523
356c/so100_nut_sort_1,33,1.2118693590164185,1.49674654006958,1.928054451942444,16.553301896402225,0.636656746031746,20.313503475292617,0.6409970238095238,13.411828499296789,0.6276041666666666
356c/so100_nut_sort_1,35,1.1728212177753448,1.4079669117927551,1.8493961691856384,14.477396631397776,0.5373263888888888,17.832865112082736,0.5491071428571429,11.87193836261833,0.5378224206349206
356c/so100_nut_sort_1,38,1.1011592507362367,1.2777590155601501,1.6817959547042847,14.460529977496183,0.4830109126984127,15.950168247084193,0.49007936507936506,12.149972699341815,0.4789186507936508
356c/so100_nut_sort_1,41,1.6152453303337098,1.9367382526397705,2.518454647064209,25.10359313197372,0.7151537698412699,31.356673003212542,0.7373511904761905,21.32604540754225,0.6980406746031746
356c/so100_nut_sort_1,43,1.5641145169734956,1.8089038133621216,2.2863824129104615,16.5640865033692,0.591765873015873,21.181386066383265,0.5993303571428571,14.75578812916189,0.5856894841269841
356c/so100_nut_sort_1,46,1.489256078004837,1.7713831663131714,2.33471941947937,19.53820562055481,0.5691964285714286,23.9212170514074,0.5735367063492064,16.006430357660193,0.5818452380952381
356c/so100_nut_sort_1,48,1.2566002190113068,1.5039865970611572,1.9867093682289123,14.882168797048362,0.49181547619047616,17.314752877307743,0.4849950396825397,11.936341348762605,0.4935515873015873
356c/so100_nut_sort_1,51,1.2333043217658997,1.487164318561554,1.9546470165252687,18.23820104885154,0.6108630952380952,21.948569655282643,0.6181795634920635,15.107678584564201,0.6018105158730159
356c/so100_nut_sort_1,53,1.247979086637497,1.4354165196418762,1.9384312927722933,15.162522382121397,0.5293898809523809,18.286435744102167,0.5474950396825397,13.231333267870268,0.5243055555555556
356c/so100_nut_sort_1,56,1.3591561913490295,1.5267846584320068,1.9453282475471496,12.657908134559495,0.6463293650793651,16.459583751855284,0.6531498015873016,11.667513562534943,0.6397569444444444
356c/so100_nut_sort_1,59,1.3239056885242462,1.5220972895622253,1.958235287666321,16.03747491331452,0.675719246031746,20.223300061345235,0.6812996031746031,13.868434883962697,0.6701388888888888
AndrejOrsula/lerobot_double_ball_stacking_random,0,1.6933535277843474,2.068593382835388,3.68900705575943,30.206510433811097,0.6103670634920635,35.91556823699065,0.6263640873015873,24.61935057876428,0.5982142857142857
AndrejOrsula/lerobot_double_ball_stacking_random,1,1.3526570320129394,1.6389012932777405,3.8353031873703003,27.21262825833278,0.48487103174603174,31.952943707397655,0.4992559523809524,22.05848858166275,0.48623511904761907
AndrejOrsula/lerobot_double_ball_stacking_random,3,1.4546547293663026,1.744697093963623,3.929307770729065,26.429199774112984,0.4975198412698413,31.812170716155173,0.5145089285714286,23.642695653536453,0.4836309523809524
AndrejOrsula/lerobot_double_ball_stacking_random,5,1.2622074246406556,1.51190185546875,3.900320851802826,30.689893134525175,0.5837053571428571,36.296837942021085,0.6041666666666666,26.459475858250578,0.5581597222222222
AndrejOrsula/lerobot_double_ball_stacking_random,6,1.084388017654419,1.3456172943115234,3.652454900741577,29.7061722047158,0.5561755952380952,36.435873171645135,0.5758928571428571,26.70138137767503,0.5530753968253969
AndrejOrsula/lerobot_double_ball_stacking_random,8,1.1710884034633637,1.471383512020111,3.72688205242157,28.645967820219198,0.529265873015873,32.84745020768555,0.5482390873015873,24.785209036081028,0.5109126984126984
AndrejOrsula/lerobot_double_ball_stacking_random,10,1.7887652039527893,2.102006435394287,4.0447190523147585,9.610243613973532,0.5379464285714286,12.229708901892566,0.5431547619047619,8.802299252502216,0.5287698412698413
AndrejOrsula/lerobot_double_ball_stacking_random,12,1.3654055535793304,1.5429556369781494,3.705820381641388,14.600484725670011,0.5776289682539683,16.401726714491662,0.5535714285714286,12.096000723083703,0.5735367063492064
AndrejOrsula/lerobot_double_ball_stacking_random,13,1.390628695487976,1.6314780116081238,3.7776336789131166,21.148573961141242,0.5689484126984127,26.027999183180572,0.5851934523809523,17.36817929504088,0.5776289682539683
AndrejOrsula/lerobot_double_ball_stacking_random,15,1.4156298160552978,1.619181513786316,3.856216108798981,23.051013750081445,0.5540674603174603,27.38863260818947,0.5678323412698413,19.56890891554927,0.5484871031746031
AndrejOrsula/lerobot_double_ball_stacking_random,17,1.6591553568840027,2.1021859645843506,3.9879061818122863,35.851897431480985,0.8087797619047619,42.18373710828042,0.8442460317460317,30.975875149073456,0.7979910714285714
AndrejOrsula/lerobot_double_ball_stacking_random,19,1.7764885187149049,2.027296781539917,3.693488049507141,21.160327200571917,0.5267857142857143,23.629867622692874,0.533234126984127,16.273217982182473,0.5187251984126984
AndrejOrsula/lerobot_double_ball_stacking_random,20,1.5813276708126067,1.8760965466499329,3.706889641284943,19.567756720425912,0.5719246031746031,24.076338309591396,0.6109871031746031,17.40850723294814,0.5880456349206349
AndrejOrsula/lerobot_double_ball_stacking_random,22,1.6225326538085938,1.8512447476387024,3.784805512428284,23.03869520763685,0.5997023809523809,27.01609283488464,0.6080109126984127,18.938196528675196,0.5930059523809523
AndrejOrsula/lerobot_double_ball_stacking_random,24,1.2779638826847077,1.4922872185707092,3.5702313065528872,24.924957316359983,0.5844494047619048,30.014403514504046,0.5881696428571429,20.9845325258734,0.5727926587301587
AndrejOrsula/lerobot_double_ball_stacking_random,26,1.314167284965515,1.5670932531356812,3.498985207080841,27.304000107870937,0.5756448412698413,32.43226099652285,0.5804811507936508,22.485042779732677,0.5502232142857143
AndrejOrsula/lerobot_double_ball_stacking_random,27,1.5630029022693634,1.9189006686210632,3.615995740890503,22.976825111220123,0.6682787698412699,29.44252151018433,0.7140376984126984,21.214659383368943,0.6630704365079365
AndrejOrsula/lerobot_double_ball_stacking_random,29,1.5059378385543822,1.7597053050994873,3.5765583515167236,20.238676620513505,0.48759920634920634,22.18317148725868,0.49107142857142855,15.702465480450336,0.48152281746031744
AndrejOrsula/lerobot_double_ball_stacking_random,31,1.202662456035614,1.3990628123283386,3.833498859405518,26.926050825302507,0.6252480158730159,31.197461473067637,0.6192956349206349,22.424189151894183,0.6114831349206349
AndrejOrsula/lerobot_double_ball_stacking_random,33,1.6886543452739715,1.9340899586677551,3.7237519264221195,26.398031187108096,0.5048363095238095,30.448940932307956,0.5314980158730159,23.193281621599922,0.5105406746031746
AndrejOrsula/lerobot_double_ball_stacking_random,34,1.7402081966400147,2.0884652137756348,3.6379062294960023,26.670713302144716,0.5690724206349206,30.764624576413894,0.5745287698412699,21.165889364215236,0.5623759920634921
AndrejOrsula/lerobot_double_ball_stacking_random,36,1.3545692801475524,1.589012861251831,3.965319037437439,28.29406909730377,0.6130952380952381,34.56164513718104,0.6235119047619048,24.514652896046943,0.6081349206349206
AndrejOrsula/lerobot_double_ball_stacking_random,38,1.2162948668003082,1.4409514665603638,3.670215475559235,18.511833317305275,0.4972718253968254,24.578214692542588,0.5069444444444444,16.670381076925903,0.4880952380952381
AndrejOrsula/lerobot_double_ball_stacking_random,40,1.3925921440124511,1.685455083847046,4.007645177841186,29.951136663922288,0.5636160714285714,34.105945361168025,0.5658482142857143,24.36717193434886,0.550719246031746
Bartm3/dice2,0,0.7169690042734146,0.9121063351631165,1.6932192325592041,37.3634578842819,0.5538194444444444,44.170905416953694,0.5854414682539683,32.95929092167509,0.5338541666666666
Bartm3/dice2,8,0.8361583471298217,1.0462646484375,1.755703717470169,37.27981100570003,0.5416666666666666,42.66599171272338,0.5758928571428571,32.0039121965664,0.5224454365079365
Bartm3/dice2,17,1.0047869622707366,1.2665797472000122,2.0517385244369506,38.51790866161046,0.6350446428571429,45.90915520254706,0.6937003968253969,33.897148944794175,0.6228918650793651
Bartm3/dice2,25,0.8609756976366043,1.1440186500549316,1.8539648234844208,44.80496521461896,0.5714285714285714,50.983814140697746,0.6352926587301587,39.02478041918175,0.5406746031746031
Bartm3/dice2,34,0.9296481937170029,1.190234363079071,1.9778872966766357,36.212756607350144,0.5031001984126984,42.98136403116574,0.5409226190476191,33.0239405870279,0.46899801587301587
Bartm3/dice2,42,0.8401788979768753,1.1079776287078857,1.8627122402191163,42.76520349724013,0.5462549603174603,49.13224328220289,0.6034226190476191,37.282556715735545,0.5208333333333334
Bartm3/dice2,51,1.0220378398895265,1.2423065304756165,1.8806958913803102,35.96801971109012,0.5964781746031746,41.643241324910846,0.6331845238095238,30.703172436828133,0.5875496031746031
Bartm3/dice2,59,0.847225883603096,1.0951910614967346,1.8044055104255676,42.72363240814557,0.5497271825396826,48.43231837711898,0.5931299603174603,37.24745837152363,0.5181051587301587
Bartm3/dice2,68,0.8618410915136338,1.061227798461914,1.661438983678818,36.973119044749296,0.5613839285714286,42.350600322537716,0.5990823412698413,30.46998680472723,0.5427827380952381
Bartm3/dice2,76,1.0215938925743102,1.3076112270355225,1.929967945814133,39.39609945203463,0.5344742063492064,45.26925145443272,0.5625,33.85320617918076,0.5044642857142857
Bartm3/dice2,85,1.0508076965808868,1.3151354789733887,1.9217733144760134,38.111935836189645,0.5963541666666666,44.55016240751637,0.6173115079365079,33.08008863322758,0.5755208333333334
Bartm3/dice2,93,0.804211312532425,1.0310123562812805,1.8477621614933015,40.90897540127654,0.6075148809523809,48.536061123959044,0.6452132936507936,35.86942131939913,0.5783730158730159
Bartm3/dice2,102,0.718543192744255,0.8582492172718048,1.1856086909770966,34.87958210896706,0.5270337301587301,41.274973827642235,0.5510912698412699,30.30658985896682,0.5086805555555556
Bartm3/dice2,110,0.6531313985586167,0.775659441947937,1.1243006289005282,30.714159899978434,0.4283234126984127,36.97922267157347,0.4469246031746032,24.826503249696366,0.41716269841269843
Bartm3/dice2,119,0.8198483794927597,1.004334807395935,1.6122758865356446,33.493735014678464,0.5329861111111112,39.331727574105116,0.5559275793650794,27.434498147445712,0.5166170634920635
Bartm3/dice2,127,0.7514320552349091,0.9005534946918488,1.3291731357574463,35.63828587543114,0.5146329365079365,41.27006066488197,0.5472470238095238,30.588357482085225,0.49702380952380953
Bartm3/dice2,136,0.7354328036308289,0.9479747116565704,1.5925899505615235,36.3385966574859,0.5562996031746031,40.9690836872364,0.5709325396825397,29.625414393413323,0.5050843253968254
Bartm3/dice2,144,0.876252943277359,1.0799948573112488,1.5142139971256257,32.42930619149242,0.5379464285714286,38.63341605860041,0.5693204365079365,27.90683678823233,0.5362103174603174
Bartm3/dice2,153,0.700684231519699,0.8607363402843475,1.2539574682712555,35.48531788471146,0.46763392857142855,41.61806222742013,0.46589781746031744,30.160484147657638,0.4466765873015873
Bartm3/dice2,161,0.7368142366409302,0.8560097813606262,1.214845609664917,29.565441185885255,0.45634920634920634,35.10464736333564,0.4758184523809524,24.926893999172474,0.44419642857142855
Bartm3/dice2,170,1.1367837190628052,1.3299309015274048,1.6227408707141877,30.89503378911027,0.3508184523809524,37.27252586127676,0.392609126984127,26.641360593727924,0.35553075396825395
Bartm3/dice2,178,0.7622491776943207,0.9302552342414856,1.3998640477657318,33.86206984728777,0.47445436507936506,39.46710515350786,0.5115327380952381,28.21141193737661,0.458953373015873
Bartm3/dice2,187,0.7613285452127456,0.9398176074028015,1.6971852242946626,37.92023259126896,0.6408730158730159,44.21868539043956,0.6815476190476191,33.951609506553275,0.6227678571428571
Bartm3/dice2,196,0.8027271628379822,1.041804015636444,1.8847706437110903,42.595352132649516,0.6175595238095238,47.3547829257515,0.6502976190476191,36.619809156144605,0.5818452380952381
Beegbrain/pick_lemon_and_drop_in_bowl,0,0.7055204927921295,0.8180607855319977,0.9015373140573502,4.621096137088564,0.48152281746031744,7.429091547696337,0.4729662698412698,4.213008504637234,0.49032738095238093
Beegbrain/pick_lemon_and_drop_in_bowl,1,0.6939793437719345,0.8019076883792877,0.9176074773073196,8.183836826475313,0.4575892857142857,12.652982387031322,0.47941468253968256,7.448031616618522,0.4833829365079365
Beegbrain/pick_lemon_and_drop_in_bowl,3,0.6048078060150146,0.7425824999809265,0.8395464301109314,3.68025440538071,0.3410218253968254,5.014775128872978,0.3359375,3.425541289772572,0.32428075396825395
