dataset,episode_index,horiz_edge_row,horiz_edge_strength,split_row,split_score,tex_ratio_top_bot,n_horiz_upper,table_edge_slope_deg,depth_slope,depth_span,depth_top_bot_gap,depth_bg_frac,depth_bg_row,depth_break
00ri/so100_battery_bin_center,2,0.6541666666666667,4.110383837952156,0.8958333333333334,2.7587463709981557,1.7886678241891218,0.0,,0.6574017088143081,1.2468015356890962,0.5363040715456009,0.276328125,0.16592022409838372,0.019904173807753233
00ri/so100_battery_bin_center,4,0.6625,3.3403927800292386,0.8958333333333334,2.579884886187852,1.677348391964205,0.0,,0.8506539810109877,1.5106285343096442,0.6071894764900208,0.23395833333333332,0.14719077523221197,0.0525579178938119
00ri/so100_battery_bin_center,6,0.6666666666666666,5.158920257178516,0.8958333333333334,3.0462207173548865,1.5145276419642952,0.0,,0.9789394364864311,1.4319234739694986,0.6889770328998566,0.28119791666666666,0.18460996573827013,0.07416131473243512
00ri/so100_battery_bin_center,8,0.6583333333333333,3.6603024087953995,0.8958333333333334,3.04410503940012,1.6157370728666198,0.0,,0.765312746254961,1.5156276962958553,0.6182748526334763,0.3079557291666667,0.1782786613355402,0.018542229852177
00ri/so100_battery_bin_center,10,0.6625,4.780758158800769,0.8958333333333334,3.324841787803637,1.5646588051779475,0.0,,0.8798596002339113,1.4253847638112447,0.6576560959219933,0.34432291666666665,0.20041483415810724,0.0244732795443395
00ri/so100_battery_bin_center,12,0.6666666666666666,5.210202671834402,0.8958333333333334,3.3174826896305643,1.5825261280325214,0.0,,0.745507558770769,1.672996829641905,0.5837743729352951,0.35236979166666665,0.1957838022034634,0.02957769421303297
00ri/so100_battery_bin_center,14,0.6708333333333333,5.971250815851503,0.8958333333333334,2.6946678937352493,1.8137900522834902,0.0,,0.7263699071819673,1.7127553472553618,0.5810656398534775,0.30059895833333333,0.18195363380222465,0.06251674749804247
00ri/so100_battery_bin_center,17,0.6708333333333333,4.217143193659892,0.8958333333333334,2.470674893194473,1.601679111469822,0.0,,0.7366231455145912,1.570259819121219,0.5502943694591522,0.3655729166666667,0.21883518793281354,0.04134611870431543
00ri/so100_battery_bin_center,19,0.6666666666666666,4.034182748941068,0.8958333333333334,2.9076466714206233,1.7373693960075236,0.0,,0.8392735320021489,1.4943229954913577,0.6625769734382629,0.40328125,0.2325736783716646,0.028969750364214366
00ri/so100_battery_bin_center,21,0.6625,5.150301775289232,0.8958333333333334,3.376024661464891,1.5293404434802327,0.0,,0.6650235884467637,1.6620006889941878,0.5125056989490986,0.3128385416666667,0.1885478318989853,0.016302638517170804
00ri/so100_battery_bin_center,23,0.6708333333333333,4.915439245414217,0.8958333333333334,3.2412628032365736,1.6282016090696316,0.0,,0.5992321530652409,1.9403856335847667,0.4570339173078537,0.3341015625,0.2003986627967937,0.04033573010598597
00ri/so100_battery_bin_center,25,0.6625,3.8673129787215252,0.8958333333333334,2.699124894851348,1.7677074889600082,0.0,,0.8033131864713416,1.4397836059710685,0.5982092022895813,0.3319140625,0.19858711311515476,0.04074101651897186
00ri/so100_battery_bin_center,27,0.6708333333333333,5.391937004372586,0.8958333333333334,3.118280404723562,2.02835201508587,0.0,,0.817853184288967,1.5175380537786993,0.6324215233325958,0.3371875,0.2094394636802763,0.03816018426260162
00ri/so100_battery_bin_center,29,0.6625,5.7104493819849464,0.8958333333333334,3.3824925910404597,1.675033052896633,0.0,,0.7188588129749238,1.3729994726750978,0.520990714430809,0.1464453125,0.15762306489540864,0.12827147960403054
00ri/so100_battery_bin_center,31,0.6666666666666666,8.402411512342805,0.8958333333333334,3.176381246199616,2.042357365258465,0.0,,0.9105050712729443,1.2824239325701232,0.6635982319712639,0.19854166666666667,0.14177344610940126,0.09299899815541683
00ri/so100_battery_bin_center,34,0.6666666666666666,6.9082361979795,0.8958333333333334,2.609701873226527,1.727066847611004,0.0,,0.9862751815469099,1.1287260348089792,0.7584026455879211,0.37493489583333334,0.2212160554954552,0.0794785647447121
00ri/so100_battery_bin_center,36,0.6666666666666666,5.02233869872014,0.8958333333333334,2.8966688305640504,1.6804110743780414,0.0,,0.5621762954960366,2.004333046747704,0.45085615664720535,0.3519921875,0.2103102871169237,0.04734739287476017
00ri/so100_battery_bin_center,38,0.6666666666666666,6.068596154228681,0.8958333333333334,2.736520870678178,1.808074374752599,0.0,,0.9226611732088894,1.4500601100512562,0.6783452853560448,0.33251302083333334,0.20892140585905133,0.06743461183979897
00ri/so100_battery_bin_center,40,0.6666666666666666,6.256926253893777,0.8958333333333334,2.738306034768199,1.7572633722185567,0.0,,0.9250956323837778,1.3211770350388823,0.7265592515468597,0.3600260416666667,0.21009616621395655,0.03312128639272471
00ri/so100_battery_bin_center,42,0.6666666666666666,5.5591835207077365,0.8958333333333334,2.6892317914375607,1.5950735717368334,0.0,,0.8144849815562457,1.3862222334813938,0.6365331709384918,0.2892708333333333,0.17709634429857934,0.03738945951215861
00ri/so100_battery_bin_center,44,0.6666666666666666,4.971077521603208,0.8958333333333334,3.0228811535340037,1.8108559706344898,0.0,,0.5978218386754732,1.774092555884656,0.4760928452014923,0.3351822916666667,0.20118985660410724,0.029870544968835597
00ri/so100_battery_bin_center,46,0.6625,7.557538234500916,0.8958333333333334,2.6300353253592714,1.8886620055634635,0.0,,0.931769106367731,1.229256446833888,0.6959412693977356,0.2694270833333333,0.1794995660603374,0.04155329375155855
00ri/so100_battery_bin_center,49,0.65,3.6580439151734203,0.8958333333333334,2.770570819735249,1.6087461191554273,0.0,,0.7174502176842987,1.6371128181386212,0.5685014873743057,0.264921875,0.15649226539856304,0.01898134118925723
356c/so100_duck_reposition_1,0,0.15833333333333333,1.583077789724308,0.8833333333333333,3.9966090906487537,2.9054394310868643,54.0,0.0,1.0041508463432829,0.9229417460463084,0.7517552152276039,0.43875,0.2573544604576683,0.04104659215209591
356c/so100_duck_reposition_1,2,0.1375,1.609448560081821,0.8958333333333334,3.8200423640482977,2.831169142777023,50.0,-3.969997650898179,1.008474905192945,0.9576812217736168,0.7412491738796234,0.4197005208333333,0.2464487459056942,0.03427687519088504
356c/so100_duck_reposition_1,5,0.11666666666666667,1.8939672376746435,0.8791666666666667,3.708783407758851,2.8388331214819726,47.0,0.0,0.9529665417892893,1.037088594408744,0.72834911942482,0.381640625,0.21410288804283742,0.04204489949463806
356c/so100_duck_reposition_1,7,0.15833333333333333,1.5722179283893276,0.8833333333333333,3.912194232273669,2.8579418714159246,49.0,-8.054414446381756,0.9614350642147483,0.9384280763603341,0.7334508299827576,0.41880208333333335,0.25510550270865995,0.036476685078471335
356c/so100_duck_reposition_1,10,0.14166666666666666,1.8607126806681558,0.8875,3.9842788594007383,2.785811975311164,52.0,0.0,0.993693988724196,1.0131861537225872,0.7515439316630363,0.4349609375,0.2221790514410753,0.024707696988296307
356c/so100_duck_reposition_1,12,0.22916666666666666,1.5747594228883488,0.8708333333333333,3.894861085556954,2.868358266410093,44.0,-2.8894485435716177,0.9286333790209426,1.0806894365791382,0.710029810667038,0.3630729166666667,0.21840421975320348,0.045473558671064056
356c/so100_duck_reposition_1,15,0.1875,1.8139972953684984,0.8708333333333333,3.905825488501629,2.88372928207817,43.0,-5.016240741853267,0.9236561229742567,0.9752030984299948,0.7045610249042511,0.3711848958333333,0.22396539762016907,0.0512322543869828
356c/so100_duck_reposition_1,17,0.12916666666666668,1.6711702681364557,0.8833333333333333,3.858188604411933,2.823183575301246,37.0,-3.9825205718290277,0.8754601701127717,1.052936128624193,0.6740228310227394,0.33677083333333335,0.20688438526854988,0.05069576753357628
356c/so100_duck_reposition_1,20,0.6041666666666666,1.4632906571587794,0.8708333333333333,3.7985358894508576,2.8584172195479947,41.0,5.047725952189808,0.9500560375608271,0.9991527906455276,0.7272132337093353,0.3695833333333333,0.22652855872599564,0.032575224774001224
356c/so100_duck_reposition_1,23,0.19166666666666668,1.63501627026746,0.875,3.968911420328313,2.812418814542363,35.0,-3.050494494141404,0.8688262911929857,1.1098388140134603,0.6571860611438751,0.3377734375,0.20797000080162595,0.02981190991260369
356c/so100_duck_reposition_1,25,0.1,1.6310814502081912,0.8875,3.9040092440457723,2.824679044230594,39.0,0.9008028087352926,0.9307575380924987,1.00501766242237,0.7018789499998093,0.3464713541666667,0.21119336884003287,0.03429027062789142
356c/so100_duck_reposition_1,28,0.125,1.8219101922361378,0.8833333333333333,3.9665870180010754,2.763209800066593,41.0,-5.016240741853267,1.0031652875458408,1.0414466983236517,0.7368083596229553,0.4111458333333333,0.2424672676562783,0.033324931059192965
356c/so100_duck_reposition_1,30,0.12083333333333333,1.8489841362654338,0.8958333333333334,3.9326028306541705,2.821632998648269,49.0,-4.837955241159975,0.8868076267334364,1.074065583025266,0.6766449511051178,0.36018229166666665,0.21821153076483032,0.03763250107732384
356c/so100_duck_reposition_1,33,0.19583333333333333,1.5078115987395098,0.8833333333333333,3.9067478496316057,2.839621473914674,52.0,0.0,0.8903567906702439,1.0558456315723197,0.6864164024591446,0.3303515625,0.20411091040754367,0.045897761685894094
356c/so100_duck_reposition_1,35,0.20416666666666666,1.725306425348318,0.8916666666666667,3.9223406286932447,2.8264762699713075,47.0,0.0,0.9392393248118158,1.0645592514908857,0.7142754793167114,0.36661458333333335,0.21609891929067043,0.027907709265135423
356c/so100_duck_reposition_1,38,0.19583333333333333,1.7453894354034523,0.8791666666666667,3.9220690459498626,2.850189411344295,44.0,-9.083271690448484,0.8772293678569432,1.030697192879292,0.6780532002449036,0.3425651041666667,0.20313203986544845,0.05230296867212564
356c/so100_duck_reposition_1,41,0.1,1.5100207746292087,0.875,4.016756924145272,2.8823966264153618,43.0,-5.924581981982499,0.9694916037116534,0.9896827764743044,0.7303038239479065,0.3827994791666667,0.23403878622234184,0.03726525053996205
356c/so100_duck_reposition_1,43,0.19583333333333333,1.6906519472191341,0.8833333333333333,3.9422618085550565,2.7875433988137766,50.0,0.0,0.9136448498098472,1.0181638135052837,0.7107337936758995,0.3360677083333333,0.1925224402983502,0.04505203102130073
356c/so100_duck_reposition_1,46,0.13333333333333333,1.67242677019641,0.8958333333333334,4.082061340841484,2.8117221668346217,31.0,0.0,0.9424782537521617,0.9280598396046599,0.71714798361063,0.3907421875,0.24180584039571948,0.04317467662519076
356c/so100_duck_reposition_1,48,0.18333333333333332,1.7790083006598008,0.8958333333333334,4.103741230064307,2.887413831871321,54.0,0.0,1.0844500400503814,0.8337010012881437,0.7931458652019501,0.5008854166666666,0.28409713360624034,0.03641013849402974
356c/so100_duck_reposition_1,51,0.1375,1.6211874620587978,0.8916666666666667,3.9899119227480826,2.8462659945681184,41.0,-4.033411072770193,0.8906233093451732,1.036732685161181,0.6990068405866623,0.33600260416666666,0.20756607935765425,0.03985437916508564
356c/so100_duck_reposition_1,53,0.19583333333333333,1.5979038727046835,0.8958333333333334,4.011111008680743,2.8867700569250205,47.0,-6.970223033272248,0.9943271767518035,0.978349640871728,0.7445233687758446,0.388984375,0.24111743520834927,0.04894202848579574
356c/so100_duck_reposition_1,56,0.1625,1.9283855458311752,0.8916666666666667,4.054704300771991,2.7782582358773946,39.0,-11.970874503545176,0.9966857758026985,0.9925423176631205,0.7413585931062698,0.4054036458333333,0.24078191006502256,0.03376814637257186
356c/so100_duck_reposition_1,59,0.19583333333333333,1.556713454469193,0.8958333333333334,4.044164228328703,2.8517650482281396,52.0,-2.012761324606714,0.9405997144380092,1.002818202136749,0.7128248438239098,0.3915625,0.2374567425904468,0.03327176165294611
356c/so100_nut_sort_1,0,0.16666666666666666,1.4825858830153742,0.8708333333333333,3.47889191505599,2.851835900241927,39.0,-11.861499353316418,0.7714918401493603,0.9707356871453489,0.5948189049959183,0.3803515625,0.2305105444744908,0.032804559810042815
356c/so100_nut_sort_1,2,0.11666666666666667,1.6171261301118878,0.8875,3.7815009362878476,2.8622898950987588,48.0,5.943137952911641,0.8398484226282842,0.8763412761305546,0.6719411015510559,0.3698828125,0.23505550594297797,0.03882740058163256
356c/so100_nut_sort_1,5,0.12916666666666668,1.5599332006832467,0.8958333333333334,3.976207700749803,3.0117888522528595,46.0,-4.007804542372341,0.8909880511555828,0.9289623221298506,0.661381721496582,0.38104166666666667,0.23307601153887508,0.03156164495708534
356c/so100_nut_sort_1,7,0.6083333333333333,1.5450193249101163,0.8958333333333334,3.9096875742932364,2.919310692962807,44.0,-4.899092453787759,0.7430856074016418,1.052911753747112,0.5833315849304199,0.30639322916666667,0.19161636505853846,0.04258844665005243
356c/so100_nut_sort_1,10,0.12916666666666668,1.7234283218286481,0.8875,3.916365502669532,3.0563142705299398,46.0,0.0,1.02059799090191,0.8015413759230475,0.7391428351402283,0.5021223958333333,0.29137561889976915,0.03198789512010306
356c/so100_nut_sort_1,12,0.6083333333333333,1.5725507198049098,0.8958333333333334,4.268737988792329,2.9418995388950635,32.0,0.9036439875129503,0.7554013738903047,0.9446754090963717,0.6066010594367981,0.393203125,0.2477945420753016,0.0375644803594662
356c/so100_nut_sort_1,15,0.1875,1.7774100736505378,0.8875,3.6144061436639356,2.7935462222061784,34.0,-10.851576016019777,0.6791454658071459,1.097296584014341,0.5338893830776215,0.3365885416666667,0.20472277299838948,0.04507088638369598
356c/so100_nut_sort_1,17,0.1625,1.9573379302261116,0.8958333333333334,3.738637318119602,2.725168566285834,40.0,-5.063616853030084,0.9267297655081413,1.0336194112411532,0.7147391885519028,0.38744791666666667,0.21811992771332359,0.032487650375504946
356c/so100_nut_sort_1,20,0.1,1.667735431056429,0.8958333333333334,3.848102049332241,2.823385667552313,40.0,-5.047725952189808,0.6909785984767401,1.0511097734202604,0.5416079610586166,0.39088541666666665,0.24084515483401578,0.030515568731590104
356c/so100_nut_sort_1,23,0.12916666666666668,1.5154828168180992,0.8958333333333334,4.071919700994266,2.6642310248836862,45.0,-6.944130510993233,0.7221946503327517,0.9500180669562354,0.5506467893719673,0.3513671875,0.22980130756045317,0.03754878107758728
356c/so100_nut_sort_1,25,0.1,1.6691669553234263,0.8958333333333334,3.9598643781212965,2.6922827392068216,36.0,13.145937826555851,0.8519651028838999,1.0442023109512313,0.6377744227647781,0.34665364583333336,0.208922288070984,0.03436876128290682
356c/so100_nut_sort_1,28,0.2,1.5870206123396406,0.8833333333333333,3.8265276507220847,2.933544536366098,39.0,0.0,0.6679617425548136,1.107180407475663,0.5270400494337082,0.30755208333333334,0.18977251389681107,0.04357543627300918
356c/so100_nut_sort_1,30,0.12916666666666668,1.9364390844385244,0.8958333333333334,3.9316828847127736,2.844109778383373,38.0,6.991925346667799,1.0538541414958804,0.8454412430491427,0.7870101779699326,0.47078125,0.2546112360153885,0.03950700079284946
356c/so100_nut_sort_1,33,0.125,1.8313684514101711,0.8958333333333334,3.898170273421139,2.8610703526785994,43.0,-8.908052426073638,0.8465917733272637,0.968594850126142,0.6489205062389374,0.32907552083333336,0.19548207217353858,0.034054364367973815
356c/so100_nut_sort_1,35,0.12083333333333333,1.7091795567995987,0.8958333333333334,4.051511649913681,2.977467364183507,33.0,-11.032473240897687,0.9269580245871692,0.7665119008663674,0.7026850879192352,0.41751302083333336,0.23903146524417257,0.030960262439698613
356c/so100_nut_sort_1,38,0.17916666666666667,1.8973725420454566,0.8958333333333334,4.103864877997626,3.0096411302280948,40.0,3.9825205718290277,0.7832266037160739,1.0102081009610715,0.625932440161705,0.3033984375,0.18767183479653843,0.04646019788359909
356c/so100_nut_sort_1,41,0.125,1.814432546203798,0.8958333333333334,3.8230949929391636,2.7287935162850174,42.0,-9.075997599120925,0.9718269584594482,0.8284691193963603,0.7432448714971542,0.47270833333333334,0.25459393572823447,0.026617608359134636
356c/so100_nut_sort_1,43,0.14583333333333334,1.6650123922753084,0.8958333333333334,3.7353323946596966,2.7483137964096,37.0,0.9210746585505944,0.8449583456984144,0.9700297308188548,0.6258244514465332,0.38364583333333335,0.23098949487467577,0.029902974080057515
356c/so100_nut_sort_1,46,0.1,1.6570631765735413,0.8833333333333333,3.882599244532903,2.7894321886875924,42.0,11.870264531587907,0.7222929341309889,0.9571987737725626,0.5480411201715469,0.3515234375,0.22270148411035287,0.038099223097096215
356c/so100_nut_sort_1,48,0.1875,1.769688015707596,0.875,3.408469504709841,2.77269612901131,54.0,-0.9036439875129503,0.8796567582144944,0.8396166215394938,0.6612052917480469,0.4192838541666667,0.24485855646001792,0.030606272909861624
356c/so100_nut_sort_1,51,0.12083333333333333,1.649427683367823,0.875,3.805625133048575,2.8246573169774805,48.0,-13.90938955081782,1.012927690002103,0.7534589035546257,0.7440880239009857,0.49692708333333335,0.2951954984850671,0.04136938446404088
356c/so100_nut_sort_1,53,0.175,1.7645049310707765,0.8708333333333333,3.7301643192059073,2.8462187251253543,45.0,-9.111357044784,0.797230537872935,0.8018203845484657,0.6224582493305206,0.41408854166666664,0.2563723920418678,0.02939216215720296
356c/so100_nut_sort_1,56,0.1,1.6628672855508502,0.8958333333333334,4.151307102968847,2.9257604340874876,35.0,-2.0929343052881393,0.8226803820677199,0.9187826724458813,0.6218289285898209,0.36748697916666667,0.22000528664638483,0.033510491868818514
356c/so100_nut_sort_1,59,0.6083333333333333,1.4598577394164367,0.8958333333333334,3.836609957027383,2.794527048019018,46.0,-5.961810103660667,0.7170837926069233,1.0993138155961872,0.5468134880065918,0.3257421875,0.20846861790885962,0.03526772258042568
AndrejOrsula/lerobot_double_ball_stacking_random,0,0.11666666666666667,1.987586924876043,0.1,3.9786918519848107,1.1224300263566804,1.0,3.8460300900473783,0.9066949256186408,1.1769848990557583,0.8620347529649734,0.473359375,0.253120581138102,0.20624718785716398
AndrejOrsula/lerobot_double_ball_stacking_random,1,0.11666666666666667,1.9216665413946896,0.1,3.856838538129024,1.1038279907041149,1.0,3.2808807726094074,0.9988083596419741,1.2544389603429367,0.8270585983991623,0.4331770833333333,0.22956647749253808,0.09618234544262756
AndrejOrsula/lerobot_double_ball_stacking_random,3,0.11666666666666667,2.007556059660317,0.10416666666666667,3.9255071381132676,1.1749222155107508,3.0,3.2808807726094074,0.9140448325518754,1.2104233201318164,0.8300451338291168,0.4872005208333333,0.2521027573106579,0.22039563899017542
AndrejOrsula/lerobot_double_ball_stacking_random,5,0.11666666666666667,2.104629521250325,0.1,3.942260122199372,1.0993688162460318,1.0,3.136358368332594,0.9279036315184139,1.2922213187561113,0.8593781590461731,0.47002604166666667,0.2466042579115754,0.1670549703716091
AndrejOrsula/lerobot_double_ball_stacking_random,6,0.11666666666666667,2.286614207404654,0.1,3.9360760202347183,1.0489110306173537,2.0,2.973731082480114,0.9615715307041318,1.370440026619425,0.8306749537587166,0.498984375,0.2585178357625398,0.13678057963806184
AndrejOrsula/lerobot_double_ball_stacking_random,8,0.11666666666666667,2.0421488873258955,0.10416666666666667,3.937788056519703,1.1162483680734951,1.0,2.9545798240596923,0.9356507181062725,1.2381973480075514,0.815758503973484,0.4029296875,0.20877505034914826,0.19947286536740477
AndrejOrsula/lerobot_double_ball_stacking_random,10,0.1125,1.8674681268685234,0.1,4.172623220275593,1.366269977545461,1.0,2.8024515198667785,0.7199597049964738,1.234753750946579,0.6305674910545349,0.37329427083333333,0.24304268704799886,0.15461467941921125
AndrejOrsula/lerobot_double_ball_stacking_random,12,0.1125,2.3436845533339463,0.1,4.2223815707424315,1.5058170515253577,1.0,3.165206388810404,0.6281740693517959,1.2370472851121157,0.550641655921936,0.34716145833333334,0.23945037661925564,0.2529673609717721
AndrejOrsula/lerobot_double_ball_stacking_random,13,0.11666666666666667,2.1717013592996426,0.1,3.986996499423254,1.2039701480557137,1.0,2.831001677865274,0.876011717078012,1.3460888150926444,0.8101586326956749,0.4190755208333333,0.22593167247665333,0.1640814085450647
AndrejOrsula/lerobot_double_ball_stacking_random,15,0.11666666666666667,2.16977870427061,0.1,4.028218230965678,1.0895669400311112,1.0,3.224522606519912,0.9673759762041227,1.428819133535436,0.7941299080848694,0.42041666666666666,0.21831290353347074,0.08459609358570223
AndrejOrsula/lerobot_double_ball_stacking_random,17,0.11666666666666667,2.372270199416609,0.1,3.9632074919293,1.1675170674805626,1.0,3.0418421566183724,1.0364116217279977,1.4709224393586755,0.7823167964816093,0.39611979166666667,0.20927722697926437,0.03078348168179698
AndrejOrsula/lerobot_double_ball_stacking_random,19,0.11666666666666667,1.990137865345287,0.1,3.947911726972749,1.1904319497790201,1.0,3.0272451822799837,0.9012862912696491,1.2770239573129747,0.7854729294776917,0.40490885416666667,0.223940529989641,0.12378538401626152
AndrejOrsula/lerobot_double_ball_stacking_random,20,0.11666666666666667,1.9915671957546295,0.1,4.074398030519197,1.154347643803652,1.0,3.224522606519912,0.8747193082013335,1.1740264459068057,0.8118472471833229,0.45055989583333333,0.25061326218238505,0.186475059782511
AndrejOrsula/lerobot_double_ball_stacking_random,22,0.11666666666666667,2.084246668881251,0.1,3.9962300837548357,1.3300793927452832,1.0,2.7263109939062673,0.9242981292534955,1.2909614040861614,0.8274942189455032,0.41598958333333336,0.22714264235868642,0.11929148175870985
AndrejOrsula/lerobot_double_ball_stacking_random,24,0.11666666666666667,2.0062421872541183,0.1,3.985800925388565,1.1251652059537627,1.0,3.162297752139395,0.8890742026608138,1.3529051973320072,0.8355241417884827,0.396015625,0.21100541949272975,0.1533796316229404
AndrejOrsula/lerobot_double_ball_stacking_random,26,0.11666666666666667,2.044461634291235,0.1,3.961250389368507,1.1134060204297613,1.0,2.9038188650962695,0.9461759281025668,1.3181531494197007,0.8279821574687958,0.4090234375,0.21532806221659956,0.11346638256925111
AndrejOrsula/lerobot_double_ball_stacking_random,27,0.32083333333333336,2.121908361705961,0.1,4.004725760311883,1.1138747820852652,1.0,2.8783694997340348,0.9217177517872076,1.3373529687421917,0.8233871608972549,0.40470052083333335,0.21585601880576855,0.1266592484321889
AndrejOrsula/lerobot_double_ball_stacking_random,29,0.11666666666666667,2.0434173616657025,0.1,3.9147686692091344,1.0560055091449385,1.0,3.136358368332594,0.9073479857130939,1.3572323051486497,0.7964533567428589,0.3203515625,0.17367188441998688,0.07547689854900275
